,,job_id,user,num_gpu,num_cpu,num_pod,duration,job_name,submit_time,group,gpu_type,wait_time,user_dur,group_dur,group_gpu_dur,read_count,write_count,num_inst,size,on_time,wasted,jct,resource,node,exec_time,bw,final_node_allocation,final_gpu_allocation,deadline
62,64,64,c4cbaac9966d,0.16666666666666666,3.3333333333333335,1.0,63,f17e954e97558148ded21349,63,27b1d7933de2ffa70ce629821d5453e4,SERVER,4,368.0,368.0,368.0,2695.6117647058827,2212.784615384616,1,220,0,0,63,"[0.16666666666666666, 3.3333333333333335]",,63,2212.784615384616,"[13, 7, 10, 7]","['SERVER', 'SERVER', 'SERVER', 'SERVER']",765.6985706207896
63,65,65,b3bfe9b79bb5,0.0,0.3333333333333333,1.0,43,e8efa65aa22dff1e98ff15d7,64,cb371cc0857bb9a88af65e3809633d81,SERVER,3,816.0,6876.0,6908.5,0.0,0.0,1,14,0,0,64,"[0.0, 0.3333333333333333]",,64,0.0,"[1, 2, 4, 10]","['SERVER', 'RASPBERRY', 'SERVER', 'SERVER']",750.6338335753875
64,66,66,3d5e1fb89ab2,0.0,2.6666666666666665,1.0,32,97d91ddd2cc12db098a29658,65,9501517c668a4d616865e68bf8bd4f60,SERVER,2,1229.0,1229.0,1229.0,0.0,0.0,1,85,0,0,65,"[0.0, 2.6666666666666665]",,65,0.0,[6],['DESKTOP'],737.0518688853142
65,68,68,3d5e1fb89ab2,0.0,2.6666666666666665,1.0,29,97d91ddd2cc12db098a29658,66,39d9e139f13152574fa9de54db408651,SERVER,3,1229.0,1229.0,1229.0,0.0,0.0,1,77,0,0,66,"[0.0, 2.6666666666666665]",,66,0.0,"[6, 6, 6, 6]","['DESKTOP', 'DESKTOP', 'DESKTOP', 'DESKTOP']",743.0789745599351
66,69,69,de69ddc1064e,0.3333333333333333,2.0,1.0,22,8ccb9c9fe88b53537e096dd9,67,78ebae370317dc86367ba1a99ab734a5,SERVER,7,7180.0,317.0,319.0,1975.2819939932187,1470.2898442789435,1,51,0,0,67,"[0.3333333333333333, 2.0]",,67,1470.2898442789435,[4],['SERVER'],737.7315795282832
67,70,70,45bd92802aa9,0.3333333333333333,2.0,1.0,105,21858ac282f1092bb15f8831,68,f356a1043f261befb82dd0385e28f4eb,SERVER,3,287.0,16.0,16.0,2467.0040935672514,3956.5,1,245,0,0,68,"[0.3333333333333333, 2.0]",,68,3956.5,[2],['RASPBERRY'],853.6530207846789
68,71,71,3d5e1fb89ab2,0.0,2.6666666666666665,1.0,101,97d91ddd2cc12db098a29658,69,5fb23571e1ca5f76fec8627f914eb269,SERVER,313,1229.0,1229.0,1229.0,0.0,0.0,1,269,0,0,69,"[0.0, 2.6666666666666665]",,69,0.0,"[8, 13, 4]","['RASPBERRY', 'SERVER', 'SERVER']",870.4782207380142
69,72,72,edc10645cc3f,0.0,2.0,1.0,90,fdca1b26347a096dc8cd73ec,70,beb0cee2678658bf917e128b18351e19,SERVER,3,937.0,6947.0,7171.5,0.0,0.0,1,180,0,0,70,"[0.0, 2.0]",,70,0.0,[10],['SERVER'],871.9689620316558
70,73,73,de69ddc1064e,0.08333333333333333,2.0,1.0,105,8ccb9c9fe88b53537e096dd9,71,6b6e12bd04b47dd56e0d34c92172ebcc,SERVER,15,7180.0,44029.5,44557.0,1975.2819939932187,1470.2898442789435,1,218,0,0,71,"[0.08333333333333333, 2.0]",,71,1470.2898442789435,"[1, 14, 8]","['SERVER', 'RASPBERRY', 'RASPBERRY']",891.0255933862862
71,76,76,1480b75a8c96,0.3333333333333333,2.0,1.0,4,f2c4b7ef9bca7bf8390f05cd,72,4342e1fcd6c201bda0ea851120da551b,SERVER,3,325.0,19505.0,19505.0,6732.520833333334,1595.7,1,9,0,0,72,"[0.3333333333333333, 2.0]",,72,1595.7,"[8, 8, 10]","['RASPBERRY', 'RASPBERRY', 'SERVER']",804.0497774888128
72,77,77,262fbc8b0c98,1.3333333333333333,12.0,2.0,25,5241fd7d9a59d5917a2b54de,73,6089d568f0342d8ce228fd9df5c0a6e0,SERVER,9,380.0,53115.0,52675.0,3809.0906566548083,2572.3397145601757,1,333,0,0,73,"[1.3333333333333333, 12.0]",,73,2572.3397145601757,"[5, 14, 13]","['RASPBERRY', 'RASPBERRY', 'SERVER']",830.5158460443855
73,78,78,45bd92802aa9,0.3333333333333333,2.0,1.0,74,21858ac282f1092bb15f8831,74,147ca621403dd4fa90e177e509585565,SERVER,933,287.0,15.0,15.0,2467.0040935672514,3956.5,1,172,0,0,74,"[0.3333333333333333, 2.0]",,74,3956.5,"[4, 13]","['SERVER', 'SERVER']",907.8857464976232
74,79,79,5b1345f03aa1,0.08333333333333333,2.0,1.0,12,4338499d3c24cc35be17b44c,75,d0dacdeef353f97ddb078d13d72bd1f9,SERVER,6,436.0,104.0,104.0,3987.3481058112393,2143.128573005187,1,25,0,0,75,"[0.08333333333333333, 2.0]",,75,2143.128573005187,"[1, 2]","['SERVER', 'RASPBERRY']",858.4441679284022
75,80,80,b3bfe9b79bb5,0.0,2.0,1.0,15,e8efa65aa22dff1e98ff15d7,76,8c09e737f34f9e93b954df0cdf6261e7,SERVER,2,816.0,265.0,275.5,0.0,0.0,1,30,0,0,76,"[0.0, 2.0]",,76,0.0,"[5, 1, 1]","['RASPBERRY', 'SERVER', 'SERVER']",873.0545880564172
76,81,81,b3bfe9b79bb5,0.6666666666666666,10.666666666666666,8.0,3,e8efa65aa22dff1e98ff15d7,77,8c09e737f34f9e93b954df0cdf6261e7,SERVER,13,816.0,265.0,219.5,5275.162420382166,2387.6296296296296,1,34,0,0,77,"[0.6666666666666666, 10.666666666666666]",,77,2387.6296296296296,"[8, 1, 13, 14, 13]","['RASPBERRY', 'SERVER', 'SERVER', 'RASPBERRY', 'SERVER']",863.0583772867047
77,82,82,de69ddc1064e,0.08333333333333333,2.0,1.0,24,8ccb9c9fe88b53537e096dd9,78,d6487d61974e0644b264706e42f2a5e8,SERVER,12,7180.0,22517.0,22592.0,1975.2819939932187,1470.2898442789435,1,50,0,0,78,"[0.08333333333333333, 2.0]",,78,1470.2898442789435,"[1, 13]","['SERVER', 'SERVER']",889.7234719835025
78,83,83,45bd92802aa9,0.3333333333333333,2.0,1.0,62,21858ac282f1092bb15f8831,79,6646cb626bae717c628b0ec011d88f0e,SERVER,3,287.0,15.0,15.0,2467.0040935672514,3956.5,1,144,0,0,79,"[0.3333333333333333, 2.0]",,79,3956.5,"[13, 5, 1, 4]","['SERVER', 'RASPBERRY', 'SERVER', 'SERVER']",942.3055743612972
79,84,84,5b1345f03aa1,0.3333333333333333,2.0,1.0,103,4338499d3c24cc35be17b44c,80,07aad27453f81e04f66230d5e45b7636,SERVER,11,436.0,32.0,32.0,3987.3481058112393,2143.128573005187,1,240,0,0,80,"[0.3333333333333333, 2.0]",,80,2143.128573005187,"[1, 13, 8]","['SERVER', 'SERVER', 'RASPBERRY']",985.6291744273215
80,85,85,3d5e1fb89ab2,0.0,2.6666666666666665,1.0,87,97d91ddd2cc12db098a29658,81,2f5c4307d420a858a9039d9490ea5417,SERVER,314,1229.0,1229.0,1229.0,0.0,0.0,1,232,0,0,81,"[0.0, 2.6666666666666665]",,81,0.0,"[8, 13]","['RASPBERRY', 'SERVER']",973.1982084083173
81,86,86,3d5e1fb89ab2,0.0,2.6666666666666665,1.0,55,97d91ddd2cc12db098a29658,82,7d84bf256d896a6e14df8ea5df987316,SERVER,3,1229.0,1229.0,1229.0,0.0,0.0,1,146,0,0,82,"[0.0, 2.6666666666666665]",,82,0.0,[13],['SERVER'],944.4132998403777
82,87,87,5b1345f03aa1,0.3333333333333333,2.0,1.0,107,4338499d3c24cc35be17b44c,83,302379483f9ec9602ce728e58e2af4e4,SERVER,7,436.0,24.0,24.0,3987.3481058112393,2143.128573005187,1,249,0,0,83,"[0.3333333333333333, 2.0]",,83,2143.128573005187,"[13, 8]","['SERVER', 'RASPBERRY']",997.7811428207833
83,88,88,f14128db0160,0.6666666666666666,2.0,1.0,29,845ebc87e40bad0db5b37e26,84,99256590d3ae5826ee7e923ace00523e,SERVER,4,87.0,53.0,53.0,6226.697058823531,960.6333333333332,1,77,0,0,84,"[0.6666666666666666, 2.0]",,84,960.6333333333332,"[8, 8, 1, 8]","['RASPBERRY', 'RASPBERRY', 'SERVER', 'RASPBERRY']",928.2087178995914
84,89,89,1480b75a8c96,0.3333333333333333,2.0,1.0,39,f2c4b7ef9bca7bf8390f05cd,85,c14bf72d3f5400ef7ba7b3d8e736fbda,SERVER,3,325.0,24.0,24.0,6732.520833333334,1595.7,1,91,0,0,85,"[0.3333333333333333, 2.0]",,85,1595.7,[13],['SERVER'],955.3661464728465
85,90,90,58540f191766,0.03333333333333333,2.0,1.0,24,d894fd1af131ed7a296716b5,86,1952c00b10e725d192dc8168c7f94390,SERVER,9,345.0,47.0,47.0,7914.727272727273,995.821870701513,1,48,0,0,86,"[0.03333333333333333, 2.0]",,86,995.821870701513,"[13, 1]","['SERVER', 'SERVER']",979.1465018541271
86,91,91,58540f191766,0.03333333333333333,2.0,1.0,60,d894fd1af131ed7a296716b5,87,a7a1ce39feec77dd1cd7305d5c138e87,SERVER,4,345.0,45.5,46.0,7914.727272727273,995.821870701513,1,122,0,0,87,"[0.03333333333333333, 2.0]",,87,995.821870701513,[7],['SERVER'],1019.2362722425081
87,92,92,58540f191766,0.03333333333333333,2.0,1.0,13,d894fd1af131ed7a296716b5,88,d5d0752e98dfa5e8530326b213650c85,SERVER,15,345.0,47.0,47.5,7914.727272727273,995.821870701513,1,26,0,0,88,"[0.03333333333333333, 2.0]",,88,995.821870701513,"[8, 1, 2, 14]","['RASPBERRY', 'SERVER', 'RASPBERRY', 'RASPBERRY']",973.9091200626247
88,93,93,58540f191766,0.03333333333333333,2.0,1.0,51,d894fd1af131ed7a296716b5,89,767480ec5ad4101b47c94ef5ca774843,SERVER,19,345.0,51.0,51.0,7914.727272727273,995.821870701513,1,103,0,0,89,"[0.03333333333333333, 2.0]",,89,995.821870701513,"[8, 5, 1, 1]","['RASPBERRY', 'RASPBERRY', 'SERVER', 'SERVER']",1012.016714531382
89,94,94,58540f191766,0.03333333333333333,2.0,1.0,46,d894fd1af131ed7a296716b5,90,d00f5fdf1f3ec69bd06998fab9dc10b9,SERVER,18,345.0,47.0,48.0,7914.727272727273,995.821870701513,1,93,0,0,90,"[0.03333333333333333, 2.0]",,90,995.821870701513,"[1, 4, 2, 4, 1]","['SERVER', 'SERVER', 'RASPBERRY', 'SERVER', 'SERVER']",1011.1602337119382
90,95,95,58540f191766,0.03333333333333333,2.0,1.0,61,d894fd1af131ed7a296716b5,91,428241405b4f2b3330e24c07c797c2ee,SERVER,37,345.0,46.0,47.5,7914.727272727273,995.821870701513,1,124,0,0,91,"[0.03333333333333333, 2.0]",,91,995.821870701513,"[4, 4, 2, 4, 4]","['SERVER', 'SERVER', 'RASPBERRY', 'SERVER', 'SERVER']",1032.11379204768
91,96,96,58540f191766,0.03333333333333333,2.0,1.0,118,d894fd1af131ed7a296716b5,92,096704fd71ece572121c6947941e52a6,SERVER,39,345.0,45.0,45.5,7914.727272727273,995.821870701513,1,239,0,0,92,"[0.03333333333333333, 2.0]",,92,995.821870701513,"[7, 1, 5]","['SERVER', 'SERVER', 'RASPBERRY']",1090.7232687935175
92,97,97,58540f191766,0.03333333333333333,2.0,1.0,90,d894fd1af131ed7a296716b5,93,283fc3adb92886f6fdd35bb4c4a915fc,SERVER,13,345.0,47.0,51.0,7914.727272727273,995.821870701513,1,183,0,0,93,"[0.03333333333333333, 2.0]",,93,995.821870701513,"[1, 1]","['SERVER', 'SERVER']",1062.0537650721574
93,98,98,58540f191766,0.03333333333333333,2.0,1.0,99,d894fd1af131ed7a296716b5,94,220b8351839d1ab30a7fca98594b07cf,SERVER,48,345.0,49.0,50.5,7914.727272727273,995.821870701513,1,201,0,0,94,"[0.03333333333333333, 2.0]",,94,995.821870701513,"[1, 1, 5]","['SERVER', 'SERVER', 'RASPBERRY']",1066.5747043438823
94,99,99,58540f191766,0.03333333333333333,2.0,1.0,87,d894fd1af131ed7a296716b5,95,6cb60744cfe0efe1a06dc2e035633e65,SERVER,47,345.0,49.0,50.5,7914.727272727273,995.821870701513,1,176,0,0,95,"[0.03333333333333333, 2.0]",,95,995.821870701513,"[1, 1, 5, 14]","['SERVER', 'SERVER', 'RASPBERRY', 'RASPBERRY']",1055.3764150794982
95,100,100,58540f191766,0.03333333333333333,2.0,1.0,21,d894fd1af131ed7a296716b5,96,156011e31665ac72bff73ab491889a57,SERVER,46,345.0,49.0,50.5,7914.727272727273,995.821870701513,1,42,0,0,96,"[0.03333333333333333, 2.0]",,96,995.821870701513,"[1, 7]","['SERVER', 'SERVER']",989.718856336265
96,101,101,58540f191766,0.03333333333333333,2.0,1.0,33,d894fd1af131ed7a296716b5,97,12f63fece708e01044d11c6b7eb3bfb9,SERVER,45,345.0,50.0,51.0,7914.727272727273,995.821870701513,1,67,0,0,97,"[0.03333333333333333, 2.0]",,97,995.821870701513,"[4, 1, 4, 1, 5]","['SERVER', 'SERVER', 'SERVER', 'SERVER', 'RASPBERRY']",1001.3868023847745
97,102,102,58540f191766,0.03333333333333333,2.0,1.0,118,d894fd1af131ed7a296716b5,98,3946f9811a58c7b7bb87a8e342619c85,SERVER,45,345.0,52.0,52.5,7914.727272727273,995.821870701513,1,239,0,0,98,"[0.03333333333333333, 2.0]",,98,995.821870701513,"[7, 7]","['SERVER', 'SERVER']",1092.219305597649
98,103,103,58540f191766,0.03333333333333333,2.0,1.0,23,d894fd1af131ed7a296716b5,99,587507548a46a2f60448e5c38a96a2d7,SERVER,40,345.0,52.0,53.5,7914.727272727273,995.821870701513,1,46,0,0,99,"[0.03333333333333333, 2.0]",,99,995.821870701513,"[14, 14, 13, 5]","['RASPBERRY', 'RASPBERRY', 'SERVER', 'RASPBERRY']",998.0303686446305
99,104,104,58540f191766,0.03333333333333333,2.0,1.0,88,d894fd1af131ed7a296716b5,100,8cdc4eef008648c591e79396906054bb,SERVER,39,345.0,46.0,47.5,7914.727272727273,995.821870701513,1,178,0,0,100,"[0.03333333333333333, 2.0]",,100,995.821870701513,[13],['SERVER'],1066.6071674817865
100,105,105,58540f191766,0.03333333333333333,2.0,1.0,73,d894fd1af131ed7a296716b5,101,9d51d43f14d5ad101cc78c580319bb8d,SERVER,40,345.0,50.0,50.5,7914.727272727273,995.821870701513,1,148,0,0,101,"[0.03333333333333333, 2.0]",,101,995.821870701513,"[5, 5, 8, 13, 13]","['RASPBERRY', 'RASPBERRY', 'RASPBERRY', 'SERVER', 'SERVER']",1054.3860742681682
101,106,106,58540f191766,0.03333333333333333,2.0,1.0,118,d894fd1af131ed7a296716b5,102,a40da6564b8876ca64e082f9f12ce0d5,SERVER,41,345.0,52.0,56.0,7914.727272727273,995.821870701513,1,239,0,0,102,"[0.03333333333333333, 2.0]",,102,995.821870701513,"[5, 14, 1, 11]","['RASPBERRY', 'RASPBERRY', 'SERVER', 'RASPBERRY']",1096.6750628118025
102,107,107,58540f191766,0.03333333333333333,2.0,1.0,46,d894fd1af131ed7a296716b5,103,f2610d57a9e5f9168ce67796fec68408,SERVER,48,345.0,53.0,54.5,7914.727272727273,995.821870701513,1,93,0,0,103,"[0.03333333333333333, 2.0]",,103,995.821870701513,"[1, 11]","['SERVER', 'RASPBERRY']",1025.7877543170246
103,108,108,58540f191766,0.03333333333333333,2.0,1.0,85,d894fd1af131ed7a296716b5,104,be184226561c09ad17466e57fe4b7301,SERVER,46,345.0,50.0,53.5,7914.727272727273,995.821870701513,1,172,0,0,104,"[0.03333333333333333, 2.0]",,104,995.821870701513,"[13, 2]","['SERVER', 'RASPBERRY']",1065.1329276509882
104,109,109,58540f191766,0.03333333333333333,2.0,1.0,72,d894fd1af131ed7a296716b5,105,074cf71cfe7b6fc052734b7c98004555,SERVER,45,345.0,54.0,54.0,7914.727272727273,995.821870701513,1,146,0,0,105,"[0.03333333333333333, 2.0]",,105,995.821870701513,"[14, 13, 4]","['RASPBERRY', 'SERVER', 'SERVER']",1054.9739238566872
105,110,110,58540f191766,0.03333333333333333,2.0,1.0,59,d894fd1af131ed7a296716b5,106,75e4aa7b7aa4dd53337b54ba179e1ab8,SERVER,46,345.0,56.0,56.0,7914.727272727273,995.821870701513,1,119,0,0,106,"[0.03333333333333333, 2.0]",,106,995.821870701513,"[2, 2, 13, 8]","['RASPBERRY', 'RASPBERRY', 'SERVER', 'RASPBERRY']",1041.375288826723
106,111,111,58540f191766,0.03333333333333333,2.0,1.0,43,d894fd1af131ed7a296716b5,107,0d5de8b7e030f490b31a145a9ebd801e,SERVER,46,345.0,48.0,51.0,7914.727272727273,995.821870701513,1,87,0,0,107,"[0.03333333333333333, 2.0]",,107,995.821870701513,"[2, 13]","['RASPBERRY', 'SERVER']",1024.1777692988253
107,112,112,58540f191766,0.03333333333333333,2.0,1.0,70,d894fd1af131ed7a296716b5,108,bcd088044af16742a7c2194d888926f0,SERVER,41,345.0,53.0,54.0,7914.727272727273,995.821870701513,1,142,0,0,108,"[0.03333333333333333, 2.0]",,108,995.821870701513,"[13, 13, 8, 13]","['SERVER', 'SERVER', 'RASPBERRY', 'SERVER']",1055.9661821495283
108,113,113,58540f191766,0.03333333333333333,2.0,1.0,31,d894fd1af131ed7a296716b5,109,4e5c336417f7ffc234c235218966e48c,SERVER,39,345.0,45.0,47.0,7914.727272727273,995.821870701513,1,63,0,0,109,"[0.03333333333333333, 2.0]",,109,995.821870701513,[7],['SERVER'],1018.3627166342341
109,114,114,58540f191766,0.03333333333333333,2.0,1.0,62,d894fd1af131ed7a296716b5,110,7624ae77bcab973ff29c372cb67631a4,SERVER,40,345.0,51.0,53.0,7914.727272727273,995.821870701513,1,126,0,0,110,"[0.03333333333333333, 2.0]",,110,995.821870701513,"[7, 11]","['SERVER', 'RASPBERRY']",1049.183798481396
110,115,115,58540f191766,0.03333333333333333,2.0,1.0,37,d894fd1af131ed7a296716b5,111,b4ccbfe3e2600a4e30f81ca766cc85b8,SERVER,39,345.0,49.0,50.0,7914.727272727273,995.821870701513,1,75,0,0,111,"[0.03333333333333333, 2.0]",,111,995.821870701513,"[1, 13, 8]","['SERVER', 'SERVER', 'RASPBERRY']",1024.4915928000885
111,116,116,58540f191766,0.03333333333333333,2.0,1.0,76,d894fd1af131ed7a296716b5,112,080e7aba2a1621f7307f6b421c28e621,SERVER,38,345.0,50.0,52.0,7914.727272727273,995.821870701513,1,154,0,0,112,"[0.03333333333333333, 2.0]",,112,995.821870701513,"[13, 8, 8, 8, 7]","['SERVER', 'RASPBERRY', 'RASPBERRY', 'RASPBERRY', 'SERVER']",1068.196484351
112,117,117,58540f191766,0.03333333333333333,2.0,1.0,82,d894fd1af131ed7a296716b5,113,3ed5d989a89cc7b570fa9bf7eac90a39,SERVER,44,345.0,55.0,56.5,7914.727272727273,995.821870701513,1,166,0,0,113,"[0.03333333333333333, 2.0]",,113,995.821870701513,"[8, 10]","['RASPBERRY', 'SERVER']",1079.0009499228956
113,118,118,58540f191766,0.03333333333333333,2.0,1.0,17,d894fd1af131ed7a296716b5,114,ae51cad0573385c1e49fa058cb2adc21,SERVER,42,345.0,51.0,51.0,7914.727272727273,995.821870701513,1,34,0,0,114,"[0.03333333333333333, 2.0]",,114,995.821870701513,"[8, 10]","['RASPBERRY', 'SERVER']",1010.2165528955125
114,119,119,58540f191766,0.03333333333333333,2.0,1.0,50,d894fd1af131ed7a296716b5,115,ee4edae3d3a3c896ae68dc68fc9b1a40,SERVER,43,345.0,52.0,55.0,7914.727272727273,995.821870701513,1,101,0,0,115,"[0.03333333333333333, 2.0]",,115,995.821870701513,"[10, 8, 8]","['SERVER', 'RASPBERRY', 'RASPBERRY']",1045.7424294059879
115,120,120,58540f191766,0.03333333333333333,2.0,1.0,107,d894fd1af131ed7a296716b5,116,447384d37affa989298d42299bc6be9f,SERVER,42,345.0,55.0,57.5,7914.727272727273,995.821870701513,1,217,0,0,116,"[0.03333333333333333, 2.0]",,116,995.821870701513,"[1, 10, 8, 8, 8]","['SERVER', 'SERVER', 'RASPBERRY', 'RASPBERRY', 'RASPBERRY']",1105.9639116262179
116,121,121,58540f191766,0.03333333333333333,2.0,1.0,1,d894fd1af131ed7a296716b5,117,e9147f5b7ff3bd3c79d2cdb6bbf1f7b5,SERVER,43,345.0,53.0,54.5,7914.727272727273,995.821870701513,1,2,0,0,117,"[0.03333333333333333, 2.0]",,117,995.821870701513,[1],['SERVER'],993.0594576926472
117,122,122,58540f191766,0.03333333333333333,2.0,1.0,90,d894fd1af131ed7a296716b5,118,023cfe463067392e9dddd0a0901aa468,SERVER,42,345.0,53.0,53.0,7914.727272727273,995.821870701513,1,183,0,0,118,"[0.03333333333333333, 2.0]",,118,995.821870701513,"[1, 1, 5, 2, 1]","['SERVER', 'SERVER', 'RASPBERRY', 'RASPBERRY', 'SERVER']",1086.0096152159626
118,123,123,58540f191766,0.03333333333333333,2.0,1.0,31,d894fd1af131ed7a296716b5,119,f8ae43864b581afa50cfcc829e41d0f3,SERVER,41,345.0,53.0,53.0,7914.727272727273,995.821870701513,1,63,0,0,119,"[0.03333333333333333, 2.0]",,119,995.821870701513,[1],['SERVER'],1024.6916032446618
119,124,124,58540f191766,0.03333333333333333,2.0,1.0,58,d894fd1af131ed7a296716b5,120,9c1d555ed8593ee288eabca262a8286b,SERVER,41,345.0,53.0,54.0,7914.727272727273,995.821870701513,1,117,0,0,120,"[0.03333333333333333, 2.0]",,120,995.821870701513,"[1, 1, 1]","['SERVER', 'SERVER', 'SERVER']",1053.1961588078739
120,125,125,58540f191766,0.03333333333333333,2.0,1.0,113,d894fd1af131ed7a296716b5,121,4825ea4da47848380048eb8085212b1d,SERVER,38,345.0,52.0,52.5,7914.727272727273,995.821870701513,1,229,0,0,121,"[0.03333333333333333, 2.0]",,121,995.821870701513,"[7, 5]","['SERVER', 'RASPBERRY']",1116.613659763486
121,126,126,58540f191766,0.03333333333333333,2.0,1.0,112,d894fd1af131ed7a296716b5,122,39dcc627ebebf1ddc792a595c7dd7871,SERVER,38,345.0,58.0,58.5,7914.727272727273,995.821870701513,1,227,0,0,122,"[0.03333333333333333, 2.0]",,122,995.821870701513,"[14, 14, 8, 14, 14]","['RASPBERRY', 'RASPBERRY', 'RASPBERRY', 'RASPBERRY', 'RASPBERRY']",1112.6413516428568
122,127,127,58540f191766,0.03333333333333333,2.0,1.0,52,d894fd1af131ed7a296716b5,123,625be288adad5a9a4414e582144f4119,SERVER,49,345.0,54.0,54.0,7914.727272727273,995.821870701513,1,105,0,0,123,"[0.03333333333333333, 2.0]",,123,995.821870701513,[7],['SERVER'],1053.5327786002272
123,128,128,58540f191766,0.03333333333333333,2.0,1.0,73,d894fd1af131ed7a296716b5,124,ae02cdd3c599bacb67e803b8dfae226e,SERVER,45,345.0,54.0,60.0,7914.727272727273,995.821870701513,1,148,0,0,124,"[0.03333333333333333, 2.0]",,124,995.821870701513,"[4, 14]","['SERVER', 'RASPBERRY']",1076.053053839035
124,129,129,58540f191766,0.03333333333333333,2.0,1.0,85,d894fd1af131ed7a296716b5,125,e884388bb3cea8f8c27af9d7d160e1ee,SERVER,40,345.0,54.0,55.0,7914.727272727273,995.821870701513,1,172,0,0,125,"[0.03333333333333333, 2.0]",,125,995.821870701513,"[5, 13, 14, 2, 2]","['RASPBERRY', 'SERVER', 'RASPBERRY', 'RASPBERRY', 'RASPBERRY']",1094.0265512905837
125,130,130,58540f191766,0.03333333333333333,2.0,1.0,22,d894fd1af131ed7a296716b5,126,b6d126dc4bea7459b0f5487cf8584e9d,SERVER,41,345.0,51.0,55.0,7914.727272727273,995.821870701513,1,44,0,0,126,"[0.03333333333333333, 2.0]",,126,995.821870701513,"[1, 14, 2, 13, 5]","['SERVER', 'RASPBERRY', 'RASPBERRY', 'SERVER', 'RASPBERRY']",1025.9797748173814
126,132,132,58540f191766,0.03333333333333333,2.0,1.0,58,d894fd1af131ed7a296716b5,127,1d6c13ec9371bdb8a2bd98a17a9ee670,SERVER,43,345.0,52.5,53.0,7914.727272727273,995.821870701513,1,117,0,0,127,"[0.03333333333333333, 2.0]",,127,995.821870701513,"[11, 5, 13, 5]","['RASPBERRY', 'RASPBERRY', 'SERVER', 'RASPBERRY']",1064.0599241549721
127,133,133,5b1345f03aa1,0.3333333333333333,2.0,1.0,63,4338499d3c24cc35be17b44c,128,2bcf1acfb48f5a5780b11bb80a5d6052,SERVER,7,436.0,1240.0,1292.0,3987.3481058112393,2143.128573005187,1,147,0,0,128,"[0.3333333333333333, 2.0]",,128,2143.128573005187,"[11, 11, 5, 11]","['RASPBERRY', 'RASPBERRY', 'RASPBERRY', 'RASPBERRY']",1074.7206511001054
128,134,134,58540f191766,0.03333333333333333,2.0,1.0,78,d894fd1af131ed7a296716b5,129,7977f3cb67148ffdd4c5c20ad4b40dcc,SERVER,39,345.0,53.0,54.0,7914.727272727273,995.821870701513,1,158,0,0,129,"[0.03333333333333333, 2.0]",,129,995.821870701513,"[1, 7, 4, 4]","['SERVER', 'SERVER', 'SERVER', 'SERVER']",1089.8927811846177
129,135,135,58540f191766,0.03333333333333333,2.0,1.0,114,d894fd1af131ed7a296716b5,130,d118a99f9aa86680627e374b4da2867d,SERVER,38,345.0,55.0,59.0,7914.727272727273,995.821870701513,1,231,0,0,130,"[0.03333333333333333, 2.0]",,130,995.821870701513,"[4, 4, 8]","['SERVER', 'SERVER', 'RASPBERRY']",1120.4435760977733
130,136,136,58540f191766,0.03333333333333333,2.0,1.0,42,d894fd1af131ed7a296716b5,131,76638f9a0f3afc32e6e855d214e34a4a,SERVER,47,345.0,52.0,55.0,7914.727272727273,995.821870701513,1,85,0,0,131,"[0.03333333333333333, 2.0]",,131,995.821870701513,"[5, 1, 4, 4, 14]","['RASPBERRY', 'SERVER', 'SERVER', 'SERVER', 'RASPBERRY']",1053.310644634951
131,137,137,edc10645cc3f,0.0,3.3333333333333335,1.0,60,fdca1b26347a096dc8cd73ec,132,648488fed3e892316ce095c5bd8cdfef,SERVER,3,937.0,144.0,54.0,0.0,0.0,1,200,0,0,132,"[0.0, 3.3333333333333335]",,132,0.0,[4],['SERVER'],1070.299141979622
132,138,138,58540f191766,0.03333333333333333,2.0,1.0,106,d894fd1af131ed7a296716b5,133,61e73cfd40c54096d59319498a0a9578,SERVER,45,345.0,49.0,49.0,7914.727272727273,995.821870701513,1,215,0,0,133,"[0.03333333333333333, 2.0]",,133,995.821870701513,"[5, 4]","['RASPBERRY', 'SERVER']",1125.275173113691
133,140,140,58540f191766,0.03333333333333333,2.0,1.0,71,d894fd1af131ed7a296716b5,134,9b66773123462cf154be31276726fbc9,SERVER,42,345.0,55.0,55.5,7914.727272727273,995.821870701513,1,144,0,0,134,"[0.03333333333333333, 2.0]",,134,995.821870701513,[4],['SERVER'],1089.095884552133
134,141,141,58540f191766,0.03333333333333333,2.0,1.0,82,d894fd1af131ed7a296716b5,135,fbee8d6f10bbaab77ec22ce106456995,SERVER,43,345.0,53.0,56.0,7914.727272727273,995.821870701513,1,166,0,0,135,"[0.03333333333333333, 2.0]",,135,995.821870701513,"[14, 8, 4, 4, 11]","['RASPBERRY', 'RASPBERRY', 'SERVER', 'SERVER', 'RASPBERRY']",1101.0242883569333
135,142,142,45bd92802aa9,1.0,2.0,1.0,108,21858ac282f1092bb15f8831,136,3e25f1a82c6e5b418a8fa3ff1f6c356e,SERVER,4,287.0,16.5,16.5,10280.625,4936.25,1,324,0,0,136,"[1.0, 2.0]",,136,4936.25,"[11, 4, 1, 1, 4]","['RASPBERRY', 'SERVER', 'SERVER', 'SERVER', 'SERVER']",1134.8359870389822
